 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14,Mean15,Mean16,Mean17,Mean18,Mean19,Mean20,Mean21,Mean22,Mean23,Mean24,Mean25
131,24.049,23.473,26.090,29.672,29.011,23.351,24.987,25.541,27.617,19.722,28.797,18.722,23.639,19.080,39.970,24.689,24.506,22.356,25.440,21.616,27.192,27.906,23.066,23.307,25.152
132,24.087,23.429,26.148,29.637,29.152,23.317,24.975,25.546,27.588,19.703,28.810,18.706,23.677,19.143,40.012,24.748,24.544,22.351,25.552,21.632,27.215,27.930,23.053,23.337,25.135
133,24.102,23.461,26.136,29.699,29.163,23.309,24.978,25.505,27.607,19.685,28.815,18.723,23.685,19.137,39.986,24.686,24.527,22.393,25.554,21.630,27.194,27.927,23.003,23.383,25.149
134,24.076,23.472,26.121,29.675,29.172,23.317,24.950,25.513,27.579,19.681,28.828,18.706,23.663,19.130,39.984,24.706,24.501,22.341,25.495,21.633,27.185,27.886,22.987,23.306,25.138
135,24.089,23.463,26.160,29.695,29.113,23.332,24.958,25.505,27.579,19.729,28.820,18.747,23.659,19.130,39.982,24.699,24.551,22.354,25.550,21.636,27.175,27.938,23.015,23.328,25.131
136,24.068,23.475,26.194,29.709,29.134,23.331,24.965,25.532,27.554,19.768,28.799,18.713,23.675,19.110,40.005,24.698,24.572,22.395,25.596,21.650,27.215,27.898,23.035,23.328,25.173
137,24.065,23.468,26.143,29.673,29.101,23.285,24.998,25.513,27.574,19.879,28.832,18.730,23.667,19.121,39.977,24.708,24.538,22.338,25.539,21.633,27.180,27.867,23.010,23.340,25.118
138,24.064,23.448,26.117,29.617,29.066,23.278,24.950,25.488,27.583,19.815,28.749,18.684,23.638,19.094,39.931,24.680,24.453,22.298,25.471,21.587,27.147,27.831,22.957,23.300,25.079
139,24.079,23.445,26.096,29.620,29.136,23.287,24.937,25.499,27.593,19.767,28.753,18.703,23.617,19.084,39.894,24.694,24.484,22.333,25.454,21.573,27.142,27.906,22.981,23.300,25.133
140,24.037,23.430,26.109,29.601,29.191,23.308,24.949,25.550,27.739,19.784,28.712,18.706,23.607,19.106,39.922,24.696,24.520,22.312,25.517,21.594,27.161,27.930,22.996,23.316,25.173
141,24.093,23.446,26.099,29.625,29.089,23.326,24.944,25.573,27.704,19.756,28.753,18.664,23.615,19.094,39.913,24.711,24.497,22.307,25.494,21.581,27.164,27.885,22.972,23.295,25.117
142,24.055,23.450,26.098,29.653,29.003,23.333,24.924,25.619,27.697,19.782,28.707,18.686,23.582,19.113,39.925,24.650,24.555,22.319,25.462,21.578,27.151,27.915,22.994,23.292,25.126
143,24.055,23.474,26.164,29.568,29.032,23.279,24.947,25.602,27.658,19.879,28.716,18.676,23.596,19.064,39.902,24.656,24.491,22.312,25.514,21.573,27.142,27.902,22.978,23.264,25.127
144,24.079,23.437,26.208,29.618,29.210,23.304,24.981,25.636,27.743,20.022,28.748,18.680,23.610,19.067,39.896,24.656,24.556,22.343,25.560,21.584,27.145,27.910,22.988,23.258,25.155
145,24.084,23.487,26.199,29.633,29.283,23.339,24.977,25.659,27.808,20.156,28.745,18.739,23.649,19.081,39.953,24.670,24.504,22.332,25.544,21.612,27.167,27.920,22.994,23.291,25.179
146,24.080,23.434,26.196,29.581,29.113,23.300,24.968,25.583,27.740,20.204,28.743,18.700,23.620,19.054,39.926,24.683,24.533,22.302,25.505,21.569,27.134,27.979,22.985,23.264,25.101
147,24.045,23.370,26.172,29.577,29.148,23.252,24.932,25.569,27.686,20.357,28.700,18.635,23.615,19.060,39.868,24.620,24.470,22.254,25.499,21.598,27.119,27.912,22.957,23.255,25.110
148,24.053,23.396,26.125,29.573,29.044,23.301,24.952,25.593,27.689,20.226,28.700,18.707,23.640,19.071,39.916,24.654,24.483,22.294,25.460,21.626,27.172,27.888,22.969,23.277,25.094
149,24.044,23.429,26.094,29.544,29.012,23.259,24.937,25.605,27.691,20.105,28.740,18.716,23.638,19.053,39.918,24.596,24.479,22.319,25.486,21.582,27.150,27.913,22.967,23.299,25.090
150,24.060,23.357,26.085,29.569,28.962,23.247,24.957,25.512,27.672,20.191,28.715,18.692,23.610,19.073,39.888,24.657,24.491,22.297,25.475,21.577,27.159,27.957,22.975,23.268,25.076
151,24.041,23.415,26.091,29.666,29.096,23.274,24.943,25.598,27.669,20.329,28.736,18.684,23.638,19.066,39.929,24.650,24.490,22.285,25.489,21.584,27.169,27.906,22.986,23.264,25.110
152,24.025,23.450,26.118,29.617,29.053,23.249,24.968,25.598,27.680,20.537,28.726,18.700,23.604,19.083,39.927,24.632,24.504,22.337,25.503,21.614,27.146,27.950,22.933,23.281,25.122
153,24.040,23.343,26.136,29.587,29.019,23.279,24.938,25.571,27.621,21.486,28.733,18.668,23.620,19.090,39.899,24.649,24.505,22.310,25.486,21.590,27.163,27.905,22.983,23.286,25.094
154,24.035,23.443,26.109,29.599,29.089,23.259,24.936,25.554,27.613,21.922,28.726,18.709,23.629,19.088,39.879,24.641,24.529,22.286,25.464,21.602,27.170,27.895,22.938,23.277,25.060
155,24.056,23.474,26.136,29.605,29.185,23.289,24.918,25.555,27.632,22.282,28.757,18.689,23.599,19.041,39.920,24.682,24.586,22.349,25.507,21.623,27.178,27.960,22.999,23.273,25.083
156,24.059,23.440,26.141,29.593,29.229,23.289,24.944,25.588,27.640,22.178,28.714,18.667,23.572,19.054,39.903,24.655,24.550,22.314,25.462,21.575,27.139,27.942,22.954,23.242,25.071
157,24.014,23.425,26.112,29.587,29.219,23.271,24.944,25.615,27.617,21.647,28.736,18.685,23.570,19.039,39.830,24.651,24.526,22.336,25.488,21.578,27.154,27.924,22.937,23.248,25.122
158,24.016,23.432,26.119,29.556,29.230,23.253,24.902,25.537,27.603,21.224,28.772,18.682,23.588,19.037,39.843,24.615,24.517,22.329,25.500,21.568,27.159,27.873,22.927,23.230,25.069
159,24.023,23.403,26.063,29.559,29.145,23.266,24.889,25.529,27.577,20.943,28.733,18.707,23.579,19.043,39.855,24.641,24.480,22.310,25.424,21.562,27.159,27.883,22.930,23.245,25.068
160,24.021,23.408,26.074,29.585,29.219,23.235,24.929,25.529,27.610,20.707,28.696,18.701,23.583,19.064,39.812,24.614,24.496,22.292,25.439,21.542,27.145,27.852,22.954,23.239,25.047
161,23.971,23.422,26.060,29.557,29.041,23.256,24.880,25.485,27.560,20.550,28.665,18.694,23.549,19.034,39.788,24.600,24.480,22.283,25.438,21.548,27.137,27.823,22.944,23.253,25.102
162,23.995,23.407,26.024,29.522,29.076,23.227,24.926,25.448,27.514,20.388,28.666,18.665,23.607,19.036,39.785,24.620,24.455,22.261,25.407,21.541,27.133,27.873,22.920,23.259,25.056
163,23.982,23.406,26.042,29.510,29.045,23.233,24.864,25.461,27.522,20.306,28.657,18.662,23.547,18.988,39.799,24.583,24.442,22.244,25.394,21.526,27.086,27.877,22.858,23.192,25.010
164,23.998,23.354,26.102,29.514,28.958,23.235,24.906,25.490,27.579,20.212,28.670,18.651,23.564,19.019,39.785,24.592,24.412,22.262,25.424,21.539,27.103,27.873,22.895,23.222,25.026
165,24.023,23.370,26.086,29.533,29.043,23.242,24.893,25.554,27.593,20.149,28.710,18.684,23.549,19.027,39.805,24.593,24.419,22.283,25.449,21.560,27.117,27.906,22.931,23.214,25.009
166,23.993,23.395,26.086,29.535,29.045,23.208,24.909,25.546,27.570,20.097,28.680,18.687,23.573,18.993,39.754,24.613,24.405,22.248,25.402,21.516,27.101,27.847,22.906,23.253,25.001
167,23.976,23.385,26.114,29.514,28.984,23.188,24.893,25.537,27.556,20.056,28.677,18.657,23.535,19.003,39.745,24.597,24.453,22.268,25.457,21.550,27.093,27.866,22.898,23.195,25.037
168,23.957,23.331,26.103,29.533,28.928,23.194,24.871,25.492,27.568,20.028,28.684,18.625,23.519,19.010,39.743,24.558,24.451,22.252,25.462,21.522,27.074,27.825,22.896,23.183,25.006
169,23.989,23.345,26.119,29.513,28.917,23.182,24.917,25.492,27.575,19.922,28.661,18.679,23.527,19.016,39.754,24.580,24.467,22.280,25.462,21.562,27.079,27.852,22.856,23.222,24.994
170,23.939,23.331,26.066,29.524,28.964,23.188,24.855,25.430,27.505,19.913,28.655,18.646,23.565,18.994,39.715,24.586,24.411,22.270,25.462,21.560,27.066,27.838,22.859,23.192,24.947
171,23.913,23.297,26.109,29.515,28.852,23.138,24.867,25.407,27.574,19.854,28.665,18.651,23.520,18.976,39.753,24.579,24.439,22.273,25.437,21.528,27.051,27.784,22.847,23.173,24.977
172,23.937,23.345,26.035,29.517,28.839,23.142,24.866,25.404,27.585,19.807,28.646,18.639,23.502,19.009,39.756,24.542,24.404,22.234,25.413,21.474,27.051,27.792,22.848,23.170,24.955
173,23.967,23.332,26.074,29.521,28.853,23.149,24.891,25.487,27.679,19.826,28.635,18.649,23.467,18.993,39.744,24.565,24.415,22.220,25.396,21.516,27.067,27.834,22.869,23.180,24.986
174,23.983,23.318,26.065,29.571,28.911,23.191,24.859,25.459,27.640,19.801,28.647,18.643,23.525,18.977,39.759,24.540,24.384,22.223,25.421,21.487,27.053,27.833,22.881,23.196,24.989
175,23.902,23.338,26.042,29.573,28.877,23.162,24.815,25.464,27.588,19.802,28.631,18.648,23.503,18.981,39.712,24.505,24.374,22.230,25.422,21.495,27.048,27.819,22.873,23.176,24.969
176,23.962,23.330,26.039,29.566,28.943,23.193,24.845,25.499,27.578,19.799,28.624,18.652,23.485,19.003,39.724,24.550,24.446,22.244,25.423,21.494,27.029,27.831,22.847,23.161,24.997
177,23.882,23.316,26.056,29.518,28.891,23.146,24.846,25.492,27.566,19.765,28.640,18.653,23.503,18.955,39.739,24.565,24.436,22.225,25.462,21.485,27.058,27.804,22.866,23.183,24.973
178,23.948,23.328,26.025,29.509,28.868,23.172,24.829,25.393,27.483,19.796,28.624,18.645,23.500,19.002,39.708,24.488,24.401,22.223,25.360,21.474,27.053,27.848,22.854,23.156,24.966
179,23.977,23.328,26.052,29.630,29.028,23.180,24.928,25.496,27.566,19.899,28.660,18.653,23.500,18.973,39.771,24.581,24.460,22.262,25.429,21.516,27.078,27.859,22.871,23.188,24.993
180,23.926,23.293,25.999,29.592,28.974,23.163,24.861,25.438,27.534,19.978,28.614,18.607,23.514,18.983,39.730,24.559,24.381,22.214,25.346,21.516,27.036,27.857,22.820,23.197,25.024
181,23.963,23.333,25.982,29.550,28.870,23.128,24.830,25.478,27.555,21.033,28.575,18.653,23.498,18.991,39.700,24.540,24.372,22.237,25.378,21.475,27.062,27.844,22.873,23.147,24.985
182,23.919,23.334,26.017,29.576,28.869,23.149,24.833,25.489,27.532,22.242,28.606,18.636,23.515,18.994,39.713,24.495,24.434,22.228,25.390,21.490,27.040,27.828,22.826,23.159,24.965
183,23.942,23.301,26.026,29.566,28.898,23.104,24.838,25.455,27.543,22.397,28.587,18.676,23.525,19.026,39.703,24.539,24.400,22.190,25.369,21.494,27.067,27.827,22.856,23.183,24.931
184,23.912,23.268,25.964,29.556,28.876,23.128,24.817,25.399,27.492,21.744,28.584,18.608,23.487,18.958,39.653,24.540,24.351,22.153,25.314,21.453,27.033,27.731,22.792,23.144,24.928
185,23.893,23.275,25.971,29.608,28.942,23.109,24.835,25.448,27.512,21.299,28.611,18.573,23.503,18.967,39.644,24.549,24.395,22.180,25.338,21.453,27.017,27.777,22.852,23.168,24.960
186,23.888,23.311,26.004,29.581,28.869,23.142,24.834,25.483,27.493,20.935,28.623,18.630,23.476,18.980,39.682,24.518,24.423,22.196,25.352,21.453,27.044,27.807,22.841,23.164,24.959
187,23.931,23.316,26.063,29.667,28.890,23.178,24.844,25.419,27.529,20.717,28.640,18.621,23.491,18.956,39.670,24.553,24.438,22.243,25.432,21.475,27.071,27.831,22.857,23.153,24.971
188,23.967,23.334,26.045,29.578,28.883,23.160,24.835,25.451,27.462,20.519,28.631,18.621,23.463,18.944,39.636,24.558,24.407,22.198,25.380,21.475,27.053,27.801,22.832,23.142,24.957
189,23.909,23.311,26.054,29.675,28.892,23.151,24.806,25.471,27.494,20.374,28.641,18.629,23.494,18.981,39.703,24.572,24.394,22.240,25.388,21.502,27.060,27.821,22.815,23.138,24.958
190,23.876,23.330,26.053,29.670,28.909,23.140,24.826,25.418,27.524,20.284,28.638,18.592,23.470,18.992,39.641,24.557,24.401,22.179,25.423,21.478,27.015,27.806,22.816,23.125,24.964
191,23.904,23.272,26.065,29.689,28.958,23.197,24.822,25.460,27.588,20.240,28.643,18.636,23.484,18.950,39.620,24.569,24.374,22.203,25.421,21.475,27.027,27.805,22.827,23.141,24.960
192,23.935,23.334,26.026,29.690,28.998,23.120,24.865,25.454,27.622,20.180,28.588,18.596,23.423,18.964,39.645,24.579,24.407,22.211,25.393,21.473,27.043,27.817,22.812,23.127,24.933
193,23.891,23.339,26.004,29.696,28.970,23.148,24.827,25.443,27.562,20.074,28.634,18.621,23.443,18.960,39.632,24.544,24.395,22.226,25.405,21.434,27.019,27.852,22.815,23.092,24.946
194,23.912,23.308,26.016,29.737,28.874,23.158,24.805,25.455,27.517,19.996,28.603,18.623,23.446,18.950,39.604,24.507,24.430,22.183,25.376,21.445,27.007,27.804,22.804,23.102,24.973
195,23.934,23.264,26.008,29.736,28.806,23.099,24.799,25.429,27.458,19.918,28.628,18.605,23.445,18.922,39.585,24.470,24.395,22.163,25.361,21.422,27.011,27.760,22.814,23.111,24.919
196,23.915,23.297,26.006,29.763,28.865,23.115,24.808,25.424,27.458,19.962,28.612,18.599,23.448,18.925,39.568,24.533,24.368,22.186,25.381,21.428,27.005,27.773,22.803,23.095,24.904
197,23.861,23.277,25.968,29.752,28.838,23.089,24.789,25.382,27.432,19.922,28.607,18.566,23.433,18.919,39.547,24.455,24.348,22.134,25.325,21.403,27.008,27.765,22.806,23.118,24.892
198,23.900,23.281,25.989,29.783,28.825,23.104,24.777,25.398,27.386,19.910,28.607,18.590,23.440,18.903,39.576,24.507,24.392,22.171,25.374,21.412,27.022,27.799,22.836,23.133,24.873
199,23.858,23.240,25.958,29.726,28.839,23.060,24.797,25.362,27.411,19.950,28.594,18.566,23.462,18.962,39.549,24.473,24.382,22.187,25.367,21.408,27.000,27.786,22.801,23.112,24.909
200,23.907,23.279,26.056,29.652,28.956,23.133,24.815,25.405,27.441,19.926,28.651,18.570,23.448,18.937,39.569,24.530,24.405,22.192,25.371,21.425,27.015,27.751,22.801,23.132,24.931
201,23.905,23.290,26.036,29.740,28.960,23.094,24.821,25.402,27.399,19.958,28.660,18.667,23.449,18.919,39.614,24.549,24.362,22.181,25.350,21.458,27.025,27.786,22.857,23.144,24.945
202,23.899,23.290,25.986,29.699,28.915,23.090,24.825,25.413,27.442,19.962,28.603,18.584,23.459,18.943,39.612,24.529,24.371,22.196,25.330,21.424,27.026,27.798,22.850,23.144,24.928
203,23.890,23.256,25.958,29.673,28.883,23.090,24.763,25.343,27.364,19.928,28.599,18.595,23.384,18.916,39.557,24.486,24.324,22.180,25.322,21.418,26.984,27.731,22.789,23.110,24.914
204,23.827,23.245,25.909,29.646,28.849,23.083,24.769,25.327,27.337,19.919,28.573,18.585,23.430,18.912,39.558,24.512,24.333,22.168,25.294,21.410,26.990,27.721,22.794,23.094,24.868
205,23.832,23.265,25.954,29.665,28.973,23.071,24.801,25.365,27.403,19.862,28.547,18.555,23.410,18.870,39.525,24.498,24.310,22.156,25.292,21.385,26.994,27.707,22.714,23.078,24.861
206,23.859,23.275,25.986,29.784,28.999,23.118,24.812,25.411,27.453,19.856,28.586,18.575,23.409,18.908,39.549,24.510,24.376,22.166,25.352,21.424,27.002,27.752,22.811,23.089,24.899
207,23.859,23.260,25.955,29.682,28.985,23.124,24.749,25.349,27.399,19.842,28.524,18.573,23.436,18.916,39.528,24.442,24.347,22.161,25.322,21.420,26.973,27.756,22.760,23.091,24.858
208,23.852,23.311,26.034,29.659,28.925,23.107,24.806,25.446,27.461,19.744,28.582,18.586,23.454,18.919,39.533,24.484,24.350,22.143,25.347,21.452,26.982,27.719,22.804,23.106,24.902
209,23.872,23.271,26.003,29.682,29.007,23.106,24.785,25.412,27.453,19.757,28.590,18.603,23.453,18.912,39.567,24.539,24.420,22.190,25.336,21.416,27.020,27.723,22.795,23.119,24.918
210,23.825,23.259,26.025,29.661,29.066,23.136,24.790,25.392,27.432,19.799,28.573,18.585,23.435,18.922,39.552,24.505,24.422,22.188,25.349,21.397,26.996,27.752,22.795,23.113,24.890
211,23.815,23.199,26.026,29.642,28.857,23.088,24.756,25.341,27.356,19.793,28.541,18.534,23.385,18.905,39.518,24.463,24.365,22.139,25.337,21.385,26.983,27.735,22.776,23.089,24.866
212,23.880,23.269,26.021,29.650,28.852,23.128,24.752,25.362,27.345,19.881,28.549,18.560,23.431,18.887,39.540,24.481,24.379,22.151,25.385,21.411,26.993,27.774,22.781,23.111,24.847
213,23.867,23.242,26.061,29.670,28.856,23.094,24.781,25.331,27.434,19.960,28.617,18.596,23.449,18.920,39.576,24.525,24.422,22.211,25.399,21.448,27.008,27.812,22.787,23.128,24.886
214,23.834,23.256,26.046,29.655,28.912,23.065,24.757,25.343,27.426,20.163,28.563,18.546,23.431,18.915,39.507,24.473,24.361,22.127,25.340,21.409,26.983,27.741,22.760,23.113,24.866
215,23.857,23.242,26.015,29.721,28.949,23.084,24.776,25.404,27.467,20.494,28.604,18.586,23.438,18.901,39.538,24.469,24.393,22.156,25.429,21.431,27.011,27.763,22.813,23.134,24.898
216,23.848,23.265,25.962,29.709,28.890,23.108,24.774,25.385,27.487,20.797,28.595,18.543,23.480,18.896,39.582,24.500,24.359,22.178,25.337,21.437,27.000,27.781,22.815,23.104,24.896
217,23.862,23.264,26.048,29.739,28.829,23.090,24.843,25.362,27.467,20.444,28.625,18.590,23.457,18.946,39.559,24.521,24.359,22.149,25.396,21.442,27.014,27.797,22.813,23.150,24.885
218,23.838,23.267,25.996,29.631,28.910,23.069,24.784,25.376,27.399,20.222,28.607,18.546,23.399,18.906,39.522,24.460,24.389,22.182,25.322,21.418,26.999,27.744,22.802,23.091,24.853
219,23.857,23.265,25.976,29.604,29.021,23.087,24.774,25.354,27.419,20.055,28.591,18.620,23.442,18.910,39.566,24.486,24.431,22.197,25.324,21.396,27.024,27.741,22.814,23.111,24.884
220,23.853,23.228,25.933,29.537,28.876,23.073,24.763,25.333,27.430,19.996,28.537,18.562,23.394,18.906,39.511,24.426,24.408,22.127,25.296,21.409,26.974,27.748,22.788,23.095,24.864
221,23.857,23.240,25.991,29.616,28.823,23.110,24.807,25.384,27.554,20.115,28.569,18.546,23.395,18.900,39.544,24.480,24.366,22.178,25.319,21.398,26.966,27.790,22.757,23.070,24.885
222,23.878,23.231,26.018,29.637,28.906,23.138,24.795,25.404,27.612,20.099,28.583,18.568,23.466,18.881,39.538,24.498,24.387,22.154,25.390,21.422,27.010,27.753,22.763,23.134,24.904
223,23.860,23.212,25.996,29.686,28.844,23.079,24.830,25.395,27.613,20.090,28.621,18.553,23.440,18.902,39.501,24.473,24.404,22.169,25.382,21.425,26.990,27.757,22.781,23.108,24.864
224,23.847,23.215,26.005,29.644,28.830,23.059,24.835,25.421,27.587,19.958,28.563,18.571,23.452,18.881,39.531,24.497,24.388,22.213,25.384,21.407,26.991,27.757,22.819,23.091,24.875
225,23.850,23.279,26.006,29.613,28.859,23.097,24.807,25.382,27.649,20.021,28.566,18.548,23.412,18.931,39.515,24.473,24.412,22.261,25.375,21.407,26.994,27.815,22.798,23.125,24.850
226,23.863,23.239,25.976,29.556,28.903,23.093,24.844,25.377,27.638,19.901,28.589,18.559,23.452,18.881,39.511,24.468,24.404,22.257,25.352,21.419,26.994,27.771,22.779,23.112,24.841
227,23.864,23.290,26.001,29.639,28.936,23.109,24.818,25.377,27.623,19.885,28.587,18.551,23.406,18.894,39.505,24.521,24.369,22.186,25.371,21.402,26.967,27.768,22.808,23.082,24.879
228,23.847,23.237,25.995,29.602,28.925,23.106,24.804,25.401,27.689,19.870,28.567,18.578,23.440,18.891,39.498,24.487,24.392,22.183,25.388,21.429,26.965,27.736,22.774,23.105,24.855
229,23.820,23.247,26.034,29.623,28.836,23.096,24.806,25.366,27.635,19.851,28.564,18.567,23.419,18.869,39.533,24.498,24.415,22.186,25.380,21.434,26.985,27.796,22.827,23.099,24.858
230,23.846,23.235,26.018,29.691,28.928,23.083,24.819,25.343,27.667,19.836,28.584,18.558,23.404,18.893,39.539,24.527,24.431,22.215,25.394,21.424,26.996,27.796,22.792,23.082,24.884
231,23.799,23.223,25.985,29.585,28.937,23.109,24.750,25.334,27.629,19.794,28.528,18.563,23.414,18.833,39.459,24.420,24.355,22.178,25.290,21.394,26.964,27.739,22.736,23.071,24.827
232,23.853,23.239,25.939,29.556,28.835,23.084,24.751,25.357,27.611,19.898,28.546,18.537,23.357,18.861,39.505,24.475,24.346,22.134,25.333,21.384,26.958,27.735,22.767,23.063,24.840
233,23.868,23.198,25.934,29.526,28.817,23.083,24.795,25.351,27.626,21.107,28.575,18.544,23.406,18.908,39.530,24.460,24.339,22.109,25.316,21.420,26.985,27.758,22.797,23.082,24.841
234,23.779,23.220,25.964,29.491,28.829,23.073,24.788,25.349,27.616,21.905,28.547,18.566,23.387,18.874,39.538,24.433,24.353,22.166,25.342,21.389,26.986,27.735,22.770,23.079,24.877
235,23.827,23.239,25.952,29.539,28.784,23.076,24.798,25.345,27.597,21.483,28.510,18.528,23.352,18.869,39.457,24.499,24.381,22.127,25.314,21.392,26.945,27.754,22.789,23.059,24.840
236,23.793,23.172,25.926,29.590,28.758,23.053,24.745,25.345,27.594,21.040,28.562,18.529,23.396,18.875,39.472,24.455,24.337,22.167,25.270,21.354,26.952,27.738,22.779,23.055,24.848
237,23.817,23.211,25.968,29.599,28.779,23.089,24.779,25.346,27.503,20.740,28.550,18.535,23.389,18.839,39.509,24.447,24.333,22.127,25.346,21.397,26.968,27.732,22.767,23.070,24.820
238,23.788,23.203,25.955,29.584,28.770,23.060,24.784,25.266,27.520,20.650,28.533,18.502,23.380,18.837,39.470,24.421,24.322,22.106,25.306,21.384,26.946,27.724,22.763,23.070,24.813
239,23.809,23.222,25.954,29.498,28.725,23.106,24.750,25.270,27.495,20.581,28.553,18.491,23.369,18.872,39.465,24.490,24.372,22.161,25.327,21.399,26.958,27.702,22.770,23.075,24.849
240,23.841,23.190,25.981,29.490,28.808,23.047,24.752,25.236,27.467,20.434,28.545,18.503,23.368,18.839,39.414,24.477,24.347,22.118,25.327,21.377,26.950,27.681,22.773,23.034,24.830
241,23.844,23.196,25.915,29.495,28.763,23.051,24.705,25.246,27.431,20.293,28.508,18.520,23.345,18.880,39.453,24.425,24.353,22.130,25.295,21.371,26.943,27.637,22.758,23.012,24.807
242,23.825,23.228,25.978,29.509,28.680,23.056,24.776,25.284,27.429,20.193,28.523,18.507,23.359,18.885,39.429,24.414,24.317,22.129,25.286,21.375,26.956,27.690,22.740,23.022,24.813
243,23.780,23.205,25.919,29.463,28.787,23.038,24.750,25.270,27.423,20.139,28.552,18.505,23.327,18.863,39.408,24.440,24.351,22.113,25.262,21.374,26.931,27.684,22.722,23.022,24.798
244,23.801,23.201,25.959,29.534,28.766,23.069,24.760,25.320,27.447,20.040,28.526,18.522,23.344,18.867,39.435,24.427,24.339,22.100,25.336,21.358,26.959,27.671,22.735,23.041,24.823
245,23.767,23.194,25.925,29.514,28.707,23.042,24.748,25.321,27.449,20.052,28.514,18.520,23.354,18.846,39.418,24.410,24.306,22.119,25.259,21.372,26.921,27.683,22.724,23.038,24.797
246,23.787,23.186,25.908,29.563,28.825,23.084,24.787,25.343,27.464,20.097,28.525,18.515,23.368,18.863,39.402,24.461,24.370,22.116,25.319,21.384,26.946,27.727,22.755,23.044,24.840
247,23.778,23.224,25.911,29.499,28.872,23.060,24.806,25.304,27.453,20.119,28.545,18.507,23.390,18.859,39.420,24.469,24.336,22.136,25.322,21.367,26.960,27.737,22.770,23.055,24.851
248,23.699,23.196,25.927,29.535,28.756,23.006,24.741,25.289,27.395,20.065,28.512,18.477,23.354,18.854,39.389,24.438,24.347,22.122,25.276,21.372,26.951,27.652,22.721,23.013,24.779
249,23.759,23.179,25.940,29.536,28.811,23.054,24.752,25.272,27.369,19.986,28.529,18.477,23.356,18.895,39.371,24.430,24.325,22.174,25.319,21.376,26.928,27.682,22.744,23.036,24.758
250,23.749,23.137,25.927,29.501,28.750,23.013,24.742,25.240,27.375,19.956,28.463,18.480,23.358,18.839,39.386,24.402,24.292,22.089,25.252,21.338,26.920,27.682,22.723,23.022,24.749
251,23.755,23.199,25.904,29.587,28.795,23.051,24.739,25.274,27.410,20.021,28.445,18.487,23.315,18.802,39.364,24.401,24.305,22.107,25.253,21.348,26.904,27.708,22.729,23.002,24.776
252,23.773,23.159,25.949,29.604,28.830,23.022,24.745,25.271,27.421,20.111,28.494,18.500,23.335,18.856,39.411,24.432,24.337,22.149,25.315,21.368,26.938,27.707,22.780,23.028,24.827
